1991,International Information,,,"7th International AIDS Conference (“Science Challenging AIDS”), Florence, Italy. 10 million have HIV worldwide (WHO). More than a million are in the US (CDC)."
1991,Political Events,,,"The CDC published a report confirming that in addition to Kimberly Bergalis, two other patients had probably been infected by the same dentist. America’s leading medical and dental associations announced that HIV positive doctors and dentist should warn their patients about their infection status or give up surgery. The CDC recommended that infected health care workers should be barred from certain procedures."
1991,Social Activism,,https://upload.wikimedia.org/wikipedia/commons/e/e6/World_Aids_Day_Ribbon.png,Red ribbon introduced as the international symbol of AIDS awareness at the Tony Awards by Broadway Cares/Equity Fights AIDS and Visual AIDS. 
1991,Celebrities and AIDS,,https://img.fold3.com/img/thumbnail/416492800/400/400/0_0_191_264.jpg,"Kimberly Bergalis, who apparently got HIV from her dentist asks the US congress to force health care workers to be tested for HIV."
1991,Celebrities and AIDS,,http://cp91279.biography.com/1000509261001/1000509261001_1432190081001_Bio-Biography-Magic-Johnson-SF.jpg,"Earvin “Magic” Johnson, NBA legend, announces that he is HIV-positive and retires from basketball. "
1991,Celebrities and AIDS,,https://c2.staticflickr.com/4/3401/3479284116_3a70e29a02_z.jpg?zz=1,"Freddie Mercury, lead singer of the rock band Queen, dies."
1992,Public Health and Medicine,,,"AZT is shown to be of no benefit to those in the early stages of HIV infection. ddC (zalcitabine, Hivid®) — Roche — approved for use in the US. FDA licenses first rapid HIV test, which provides results in as little as ten minutes."
1992,International Information,,,"8th International AIDS Conference (“A World United Against AIDS”), Amsterdam; would have taken place in Boston, but was moved due to US immigration ban."
1992,Celebrities and AIDS,,,"Teenager Ricky Ray, whose home was torched because he and his siblings were HIV-positive, dies of AIDS."
1992,Celebrities and AIDS,,https://upload.wikimedia.org/wikipedia/commons/f/f0/Robert_Reed_1971.JPG,"Robert Reed, actor, dies. "
1992,Celebrities and AIDS,,https://upload.wikimedia.org/wikipedia/commons/0/01/AnthonyPerkins.jpg,"Anthony Perkins, actor, dies. "
1992,Celebrities and AIDS,,http://www.legacyrecordings.com/media/cache/95/da/95dade44195be7ea61c1344a5cadf3bd.jpg,"Peter Allen, singer, dies. "
1992,Celebrities and AIDS,,https://c1.staticflickr.com/3/2080/2264043946_7157a12999_z.jpg?zz=1,"Isaac Asimov, writer, dies."
1992,Celebrities and AIDS,,https://upload.wikimedia.org/wikipedia/commons/2/20/Arthur_Ashe.jpg," Arthur Ashe, tennis star, announces he has AIDS. "
1993,Public Health and Medicine,prevention,,"FDA approves female condom for sale in US. AZT is shown to reduce the risk of mother-to-child transmission of HIV. Infant HIV infections begin to fall in developed countries, due to use of AZT. PCR testing technique developed. San Francisco formally sanctioned syringe access."
1993,International Information,,,"9th International AIDS Conference, Berlin, Germany. Four French blood bank officials sent to prison for allowing HIV-tainted blood into French blood banks."
1993,Political Events,,,"Women’s Interagency HIV Study (WIHS) and HIV Epidemiology Study (HERS) begin; both major US federally-funded research studies on women and HIV/AIDS. In the US, the FDA refused to allow testing for anal sex, saying sodomy is illegal in too many states. President Clinton signs HIV immigration exclusion policy into law."
1993,Social Activism,,http://www.aidsunited.org/data/images/Site_18/logo-AIDSWatch.jpg,"First annual “AIDSWatch” — hundreds of community members from across the US converge in Washington, DC to lobby Congress for increased AIDS funding."
1993,Celebrities and AIDS,,http://www.tonyawards.com/images/pics/large/b_p_AngelsInAmerica_2.jpg,"Angels in America, Tony Kushner’s play about AIDS, wins the Tony Award and Pulitzer Prize. "
1993,Celebrities and AIDS,,https://c2.staticflickr.com/4/3055/2955697551_9c733c91a0_z.jpg?zz=1,"Rudolf Nureyev, ballet dancer, dies. "
1993,Celebrities and AIDS,,https://www.visualaids.org/assets/va-events/katrina-with-megaphone-1.jpg,"Katrina Haslip, advocate for women with AIDS in prison, dies. "
1993,Celebrities and AIDS,,http://www.williecolon.com/Press/Hector.Lavoe.jpeg,"Hector Lavoe, salsa musician, dies. "
1993,Celebrities and AIDS,,https://upload.wikimedia.org/wikipedia/en/0/00/Philadelphia_imp.jpg,"Tom Hanks wins best actor for the film Philadelphia, playing a gay man with AIDS."
1994,Public Health and Medicine,testing,,"US Public Health Service recommends use of AZT by pregnant women to reduce perinatal transmission of HIV. FDA approves oral HIV test, the first non-blood based test for HIV. NIH issues guidelines requiring applicants for NIH grants to address “the appropriate inclusion of women and minorities in clinical research.” d4T (Zerit®) — Bristol-Myers Squibb — approved for use."
1994,International Information,,,"10th International AIDS Conference (“The Global Challenge of AIDS: Together for the Future”), Yokohama, Japan. AIDS becomes leading cause of death for all Americans ages 25 to 44; remains so through 1995."
1994,Political Events,prevention,,"The CDC launched a series of 13 bold and frank AIDS advertisements, focused on the use of condoms which broke away from their previous low-key approach. President Clinton asked Joycelyn Elders to resign from the post of US Surgeon General, following her suggestions during a World AIDS Day conference, that school children should be taught about masturbation."
1994,Social Activism,,http://www.links.net/pix/ReaganAIDS.gif,"The Benneton magazine, Colors, depicts US President, Ronald Reagan, with Kaposi Sarcoma lesions."
1994,Celebrities and AIDS,,http://b.3cdn.net/glaser/33041cabc5e6e050ef_dlcm6n7qz.jpg,"Elizabeth Glaser, co-founder of the Pediatric AIDS Foundation, dies. "
1994,Celebrities and AIDS,,http://3.bp.blogspot.com/-xJQIp_Osm7U/UVMB6pxqhkI/AAAAAAAANH4/xyMwwYtVgPk/s1600/Pedro+Zamora.jpg,"Pedro Zamora, a young gay man living with HIV, appears on the cast of MTV’s, The Real World; dies at age 22. "
1994,Celebrities and AIDS,,http://media-2.web.britannica.com/eb-media/81/69181-004-A4325A26.jpg,"John Curry, Olympic figure skater, dies. "
1994,Celebrities and AIDS,,http://ww4.hdnux.com/photos/10/32/62/2206911/5/920x920.jpg,"Randy Shilts, author of The Mayor of Castro Street: The Life and Times of Harvey Milk, dies. "
1994,Celebrities and AIDS,,"http://ia.media-imdb.com/images/M/MV5BMjI0NzY0MjU4OF5BMl5BanBnXkFtZTcwMjk4NzgxOA@@._V1_UY317_CR1,0,214,317_AL_.jpg","Dack Rambo, actor, dies."
1995,Public Health and Medicine,,,"Saquinavir (Invirase®) — Roche — approved in record time by the US FDA, ushering in new era of highly active antiretroviral therapy (HAART). 3TC (lamivudine; Epivir®) — Glaxo Wellcome — approved for use."
1995,International Information,,,Germany convicts four of selling HIV-tainted blood. First National HIV Testing Day created by the National Association of People with AIDS.
1995,Political Events,,,"Two reports by government scientists recommended that the Clinton administrative lift the ban on federal funding for needle exchange programs, because the programmes had been shown to be effective in reducing the spread of disease."
1995,Social Activism,community-partners,http://www.puzzlepuzzles.com/imatjes/unaids-logo-joint-united-_5191eaa7639a2-p.jpg,The Joint United Nations Programme on AIDS (UNAIDS) is established.
1995,Celebrities and AIDS,,http://img2.timeinc.net/people/i/2015/news/150811/greg-louganis-02-435.jpg,"Greg Louganis, Olympic Gold Medal diver, discloses that he is living with HIV, leading to public debate regarding disclosure of HIV status. "
1995,Celebrities and AIDS,,https://pp.vk.me/c621618/v621618071/1e7fc/292chfe_KsQ.jpg," Eric “Easy-E” Wright, “gangsta” rap star, dies."
1995,Celebrities and AIDS,,,"Paul Monette, author of Borrowed Time: An AIDS Memoir, dies."
1996,Public Health and Medicine,,,"The number of new AIDS cases diagnosed in the US declines for first time in history of epidemic, though experience varies by sex, race and ethnicity."
1996,International Information,,,"Brazil begins national ARV distribution, first developing country to do so. 11th International AIDS Conference (“One World, One Hope”), Vancouver, Canada; highlights effectiveness of HAART, creating period of optimism."
1996,Political Events,,,"California voters passed Proposition 215 (55.7% to 44.3%) to allow medical use of marijuana. Arizona passed Proposition 200 by a much larger margin, 65.3% to 34.7%."
1996,Social Activism,,https://upload.wikimedia.org/wikipedia/commons/a/a1/David_Ho_portrait.JPG,Time Magazine names AIDS researcher Dr. David Ho as its “Man of the Year.” HIV no longer leading cause of death for all Americans ages 25- 44; remains leading cause of death for African Americans in this age group.
1996,Celebrities and AIDS,,http://static.sportskeeda.com/wp-content/uploads/2014/07/ifwt_tommy-morrison-2-1405424329.jpg,"Tommy Morrison, former heavyweight boxing champion, announces he is HIV-positive. "
1996,Celebrities and AIDS,,http://andrejkoymasky.com/liv/fam/bioa1/adair02.jpg,"Peter Adair, filmmaker, dies. "
1996,Celebrities and AIDS,,http://cp91279.biography.com/1000509261001/1000509261001_1432190081001_Bio-Biography-Magic-Johnson-SF.jpg,"Magic Johnson, basketball star, returns to play basketball. "
1996,Celebrities and AIDS,,http://vignette3.wikia.nocookie.net/rentmusical/images/e/eb/Rent-theater-poster.jpg/revision/latest?cb=20130211153009,"Rent, Broadway musical with AIDS theme, wins Tony for Best Musical and the Pulitzer Prize."
1997,International Information,,,"AIDS deaths begin to decline in developed countries, due to the new drugs.
In other developing countries, only a tiny minority can access treatment for HIV.
Around 22 million people are living with HIV worldwide, according to estimates made later."
1997,Political Events,,,"In May 1997 President Clinton set a target for the US to find an AIDS vaccine within ten years, so it could be the “first great triumph” of the 21st century. To help attain this goal Clinton announced that a dedicated HIV vaccine research and development centre would be established at the National Institutes of Health."
1998,Public Health and Medicine,,,US Department of Health and Human Services issues first national guidelines for the use of antiretroviral therapy in adults. First large scale human trials (Phase III) for an HIV vaccine begin.
1998,International Information,,,"12th International AIDS Conference (“Bridging the Gap”), Geneva, Switzerland. December 10, International Human Rights Day, Treatment Action Campaign (TAC) is launched to campaign for greater access to HIV treatment for all South Africans."
1998,Political Events,community-support,,"Ricky Ray Hemophilia Relief Fund Act authorized payments to those infected by unscreened blood-clotting agents from 1982–87. US Dept. of Health and Human Services Secretary Shalala determines that needle exchange programs are effective, but Clinton Admin. does not lift the ban on use of federal funds. The US Supreme Court rules that the Americans with Disabilities Act covers those in the earlier stages of HIV disease, not just AIDS."
1998,Social Activism,,http://www.tac.org.za/sites/all/themes/sky/css/images/fresh/tac-logo.jpg,Treatment Action Campaign (TAC) forms in South Africa; grassroots movement pushes for access to treatment. ￼￼￼￼
1999,Public Health and Medicine,,,First human vaccine trial in a developing country begins in Thailand.
1999,International Information,,,Reports started to emerge from South Africa of rape cases involving young girls. It was suggested that a popular myth that sex with a virgin could cure AIDS was the root cause of this increase in child rapes.
1999,Political Events,,,"President Clinton announces “Leadership and Investment in Fighting an Epidemic” (LIFE) Initiative to address the global epidemic; leads to increased funding. Congressional Hispanic Caucus, with the Congressional Hispanic Caucus Institute, convenes Congressional hearing on impact of HIV/AIDS on Latino community."
1999,Celebrities and AIDS,,http://www.aidsmemorial.nl/var/imgcache/a6a90849bddf47e8b2a3a68ff384eded.jpg,"Reggie Williams, founder of the National Task Force on AIDS Prevention, dies."
2000,Public Health and Medicine,,,"CDC reports that, among men who have sex with men in the US, African American and Latino AIDS cases exceed those among whites."
2000,International Information,,,"13th International AIDS Conference (“Breaking the Silence”), Durban, South Africa; first to be held in a developing nation, heightens awareness of the global pandemic."
2000,Political Events,,,President Clinton issues an executive order to assist developing countries in importing and producing generic forms of HIV meds. President Thabo Mbeki of South Africa voices support for AIDS dissidents.
2000,Social Activism,,,"UNAIDS, WHO and other global health groups announce joint initiative with five major pharmaceutical manufacturers to negotiate reduced prices for AIDS drugs in developing countries."
2001,Public Health and Medicine,,,"June 5 marks 20 years since first AIDS case reported. Generic drug manufacturers offer to produce discounted, generic forms of HIV/AIDS drugs; several major pharmaceutical manufacturers agree to offer further reduced drugs prices in developing countries."
2001,International Information,,,"UN Secretary-General Kofi Annan calls for a global fund to fight AIDS, during African Summit on HIV/AIDS in Abuja, Nigeria. The WTO, meeting in Doha, Qatar, announces “DOHA Agreement”, to allow developing countries to buy or manufacture generic medications to meet public health crises, such as HIV/AIDS. 31 million people living with HIV worldwide — majority from African nations."
2001,Political Events,,,The US Government threatened Brazil with legal action over its production of generic HIV drugs. The complaint was dropped later in the year and Brazil promised to give the US advance warning before changing its patent law for drugs.
2001,Social Activism,advocacy,http://www.jswmediagroup.com/wp-content/uploads/2011/02/black-hiv-aids-lapel_pin_tn.jpg,First Annual National Black HIV/AIDS Awareness Day in the US.
2002,Public Health and Medicine,testing,,"Approval of OraQuick Rapid HIV-1 Antibody Test, by FDA; first rapid test to use finger prick. OraQuick granted a Clinical Laboratory Improvement Amendments (CLIA) waiver in 2003, enabling the test to be performed outside of the laboratory, allowing more widespread use."
2002,International Information,,,"HIV is leading cause of death worldwide, among those aged 15–59. UNAIDS reports that women are about half of adults with HIV/AIDS. 14th International AIDS Conference (“Knowledge and Commitment”), Barcelona, Spain. Botswana begins Africa’s first national AIDS treatment programme."
2002,Political Events,,,"The US Secretary of State Colin Powell strongly advocated condom use to prevent the spread of AIDS and other sexually transmitted diseases, setting himself apart from President Bush’s views on sex education in an MTV broadcast."
2003,Public Health and Medicine,,,The first AIDS vaccine candidate to undergo a major trial is found to be ineffective.
2003,International Information,,,The South African Government announces new antiretroviral treatment program.
2003,Political Events,,,"President Bush announces PEPFAR, the President’s Emergency Plan for AIDS Relief, during the State of the Union Address; PEPFAR is a five-year, $15 billion initiative to address HIV/AIDS, tuberculosis, and malaria primarily in hard hit countries. The William J. Clinton Presidential Foundation secures price reductions for HIV/AIDS drugs from generic manufacturers, to benefit developing nations."
2003,Social Activism,advocacy,https://www.aids.gov/images/nlaad-logo.jpg,First Annual National Latino AIDS Awareness Day in the US.
2004,Public Health and Medicine,,,OraQuick Rapid HIV-1 Antibody Test approved for use with oral fluid by US FDA. Oral fluid rapid test is granted a CLIA waiver.
2004,International Information,,,"15th International AIDS Conference (“Access for All”), Bangkok, Thailand; first to be held in Southeast Asia. UNAIDS launches The Global Coalition on Women and AIDS to raise the visibility of the epidemic’s impact on women and girls around the world. After much hesitancy, South Africa begins to provide free antiretroviral treatment."
2004,Political Events,,,"President Bush’s $15 billion initiative to combat the global AIDS pandemic, known as PEPFAR, began full implementation in June. PEPFAR was to concentrate on fifteen focus countries, all of them in Africa except Guyana, Haiti and Vietnam (which was a late addition to the list). The initiative set a goal of providing AIDS treatment to 200,000 people living in the focus countries by June 2005."
2004,Celebrities and AIDS,,http://thevillager.com/villager_50/keith.jpg,"Keith Cylar, long time AIDS activist and founder and co-president of Housing Works, Inc. in the US, dies at age 45."
2005,Public Health and Medicine,,,"The FDA grants “Tentative Approval to Generic AIDS Drug Regimen for Potential Purchase Under PEPFAR”, marking first approval of an HIV drug manufactured by a non-US-based generic drug company, under FDA’s new expedited review process. A 2005 study by Rucker Johnson and Steven Raphael found that the link among race, prison and HIV is so strong that it almost completely explains the disproportionate impact of HIV in the black community."
2005,International Information,,,"United Kingdom hosts G8 Summit at Gleneagles; focus on development in Africa, including HIV/AIDS. At a joint press conference, the WHO, UNAIDS, the US Government and the Global Fund to Fight AIDS, Tuberculosis and Malaria announce results of joint efforts to increase availability of antiretroviral drugs in developing countries. Nearly 700,000 people had been reached by the end of 2004. 40.3 million people living with HIV worldwide. 4.9 million people newly infected with HIV worldwide."
2005,Social Activism,advocacy,https://www.aids.gov/images/api-logo.png,First Annual National Asian and Pacific Islander HIV/AIDS Awareness Day in the United States.
2006,Public Health and Medicine,prevention,,Circumcision is shown to reduce HIV infection among heterosexual men.
2006,International Information,,,"June 5 marks a quarter century since first AIDS case reported. 16th International AIDS Conference (“Time to Deliver”), Toronto, Canada. 28% of people in developing countries who need treatment for HIV are receiving it."
2006,Political Events,,,Congress reauthorizes the CARE Act for the third time.
2006,Social Activism,advocacy,http://www.calcasa.org/wp-content/uploads/2012/03/nwghaadlogo.jpg,First Annual National Women and Girls HIV/AIDS Awareness Day in the United States.
2007,Public Health and Medicine,,,"Another major HIV vaccine trial is halted after preliminary results show no benefit. CDC reports since HIV epidemic began over 565,000 people had died of AIDS. Black represent 51% of HIV/AIDS cases while only 12% of US population."
2007,International Information,,,"International HIV/AIDS Implementers Meeting held in Kigali, Rwanda and hosted by the Rwandan Government. It draws over 1,500 delegates from around the world to share lessons on HIV prevention, treatment, and care from the field. Co-sponsors include PEPFAR, The Global Fund, UNAIDS, WHO, UNICEF, The World Bank, and GNP+. Around 33 million people are living with HIV. 7,400 new HIV infections a day worldwide."
2007,Political Events,,,President Bush calls on Congress to reauthorize PEPFAR at $30 billion over 5 years (White House Press Release).
2008,Public Health and Medicine,,,"The CDC releases new estimates of estimated annual new HIV infections in the US. Increasing 40,000 to 56,300 for 2006, the new numbers mark a dramatic 40% increase from the previous estimate. CDC emphasizes that the new data does not represent a resurgent epidemic but better data collection and analysis."
2008,International Information,,,"WHO, UNAIDS and UNICEF release, Towards universal access: Scaling up priority HIV/AIDS interventions in the health sector, which finds nearly 3 million people were receiving treatment with ART) in low- and middle-income countries by the end of 2007, a more than seven-fold increase over four years. 17th International AIDS Conference (“Universal Action Now”), Mexico City; first to be held in Latin America. Women account for half of all new HIV infections globally."
2008,Political Events,,,"PEPFAR is reauthorized, committing $48 billion for the next five years. Congress repeals a decade-long ban on using Washington, DC tax revenues to fund syringe exchange programs, one of the most effective interventions to curb the spread of HIV. Citing that one in 20 DC residents is living with HIV and one in five HIV infections result from shared syringes, advocates successfully appeal to members of Congress who authorize the policy reversal."
2009,Public Health and Medicine,,,"In August researchers in North Carolina announced that they had mapped the entire genome of HIV-1. One of the researchers stated, “We are beginning to understand tricks the genome uses to help the virus escape detection by human host.”"
2009,International Information,,,Four million people in developing and transitional countries are receiving treatment for HIV; 9.5 million are still in immediate need of treatment.
2009,Political Events,,,President Obama announces the removal of the travel ban that prevents HIV-positive people from entering the US.
2010,International Information,,,World Health Organization estimates 5.2 million people are now receiving HIV treatment. XVlll International AIDS conference in Vienna Austria has emphasis on human rights as a central part of HIV response.
2010,Political Events,,,White House released first comprehensive HIV/AIDS Strategy for the nation. Removal of US HIV travel and immigration ban officially begins.
2011,Public Health and Medicine,,,HPTN O52 (HIV Prevention Trials Network) shows that treatment suppresses viral load and may reduce HIV transmission up to 96%. PreExposure Prophylaxis (PrEP) shown to reduce risk of HIV transmission among people at high risk.
